2.6,0.2,-2.4168434,-2.4259987,-2.4259987,-2.4168434,-2.4168434,-2.4168434,-2.4168434,-2.4168434,-2.4259987,-2.4168434,-2.3985367,-2.4168434,-2.3985367,-2.3985367,-2.4168434,-2.4259987,-2.4259987,-2.4259987,-2.3985367,-2.3985367,-2.3985367,-2.4259987,-2.3985367,-2.4259987,-2.3985367,-2.4259987,-2.3985367,-2.3985367,-2.3893814,-2.3985367,-2.3985367,-2.3893814,-2.3893814,-2.4259987,-2.4259987,-2.3985367,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3985367,-2.3893814,-2.3985367,-2.3893814,-2.3527603,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3893814,-2.3619156,-2.3619156,-2.3893814,-2.3619156,-2.3619156,-2.3527603,-2.3619156,-2.3619156,-2.3619156,-2.3893814,-2.3893814,-2.3619156,-2.3619156,-2.3527603,-2.3527603,-2.3527603,-2.3619156,-2.3527603,-2.3527603,-2.3527603,-2.3619156,-2.3619156,-2.3527603,-2.3527603,-2.3527603,-2.3527603,-2.3344536,-2.3619156,-2.3619156,-2.3619156,-2.3619156,-2.3344536,-2.3527603,-2.3527603,-2.3344536,-2.3527603,-2.3527603,-2.3344536,-2.3344536,-2.3344536,-2.3527603,-2.3527603,-2.3344536
3.3,0.2,-2.9478188,-2.9478188,-2.9478188,-2.9478188,-2.9478188,-2.9478188,-2.9295082,478188,-2.9295082,-2.9478188,-2.9569740,-2.9478188,-2.9478188,-2.9478188,-2.9478188,-2.9478188,-2.9478188,-2.9295082,-2.9295082,-2.9478188,-2.9478188,-2.9478188,-2.9295082,-2.9295082,-2.9478188,-2.9478188,-2.9295082,-2.9569740,-2.9478188,-2.9295082,-2.9295082,-2.9478188,-2.9478188,-2.9295082,-2.9295082,-2.9478188,-2.9295082,-2.9295082,-2.9478188,-2.9295082,-2.9478188,-2.9295082,-2.9478188,-2.9295082,-2.9295082,-2.9295082,-2.9295082,-2.9295082,-2.9295082,-2.9295082,-2.9569740,-2.9295082,-2.9295082,-2.9295082,-2.9295082,-2.9203529,-2.9295082,-2.9295082,-2.9478188,-2.9295082,-2.9295082,-2.9478188,-2.9203529,-2.9295082,-2.9203529,-2.9295082,-2.9295082,-2.9295082,-2.9478188,-2.9295082,-2.9478188,-2.9203529,-2.9295082,-2.9478188,-2.9295082,-2.9478188,-2.9295082,-2.9295082,-2.9478188,-2.9295082,-2.9295082,-2.9295082,-2.9295082,-2.9203529,-2.9203529,-2.9203529,-2.9295082,-2.9203529,-2.9203529,-2.9295082,-2.9295082,-2.9203529,-2.9478188,-2.9203529,-2.9295082,-2.9203529,-2.9203529,-2.9478188,-2.9203529,-2.9295082
4.4,0.3,-4.0830040,-4.0738487,-4.0738487,-4.0830040,-4.0830040,830040,-4.0738487,-4.0738487,-4.0738487,-4.0830040,-4.0830040,-4.0830040,-4.0738487,-4.0738487,-4.0830040,-4.0830040,-4.0738487,-4.0738487,-4.0830040,-4.0738487,-4.0830040,-4.0830040,-4.0738487,-4.0738487,-4.0830040,-4.0830040,-4.0738487,-4.0830040,-4.0830040,-4.0738487,-4.0830040,-4.0830040,-4.0738487,-4.1013107,-4.0738487,-4.0738487,-4.0830040,-4.0830040,-4.0830040,-4.1013107,-4.0830040,-4.0830040,-4.0830040,-4.0738487,-4.0830040,-4.1013107,-4.0830040,-4.0738487,-4.0738487,-4.0830040,-4.0738487,-4.0830040,-4.0830040,-4.0830040,-4.0830040,-4.0830040,-4.0830040,-4.0738487,-4.0738487,-4.0830040,-4.0830040,-4.0830040,-4.1013107,-4.0738487,-4.0738487,-4.0830040,-4.0738487,-4.0738487,-4.0555382,-4.0555382,-4.0555382,-4.0738487,-4.0555382,-4.0555382,-4.0738487,-4.0555382,-4.0555382,-4.0555382,-4.0738487,-4.0738487,-4.0555382,-4.0555382,-4.0555382,-4.0555382,-4.0555382,-4.0555382,-4.0555382,-4.0555382,-4.0280762,-4.0555382,-4.0555382,-4.0555382,-4.0280762,-4.0555382,-4.0463829,-4.0738487,-4.0463829,-4.0738487,-4.0463829,-4.0555382
5.3,0.4,-4.7696075,-4.7696075,-4.7696075,-4.7696075,-4.7970695,-4.7787628,-4.7696075,-4.7970695,-4.7787628,-4.7696075,-4.7696075,-4.7787628,-4.7696075,-4.7696075,-4.7787628,-4.7696075,-4.7696075,-4.7696075,-4.7696075,-4.7787628,-4.7787628,-4.7696075,-4.7787628,-4.7696075,-4.7696075,-4.7787628,-4.7970695,-4.7696075,-4.7787628,-4.7696075,-4.7696075,-4.7696075,-4.7696075,-4.7787628,-4.7787628,-4.7787628,-4.7787628,-4.7696075,-4.7696075,-4.7696075,-4.7696075,-4.7696075,-4.7696075,-4.7512970,-4.7970695,-4.7787628,-4.7787628,-4.7421417,-4.7696075,-4.7696075,-4.7696075,-4.7696075,-4.7421417,-4.7696075,-4.7696075,-4.7512970,-4.7512970,-4.7512970,-4.7696075,-4.7512970,-4.7512970,-4.7696075,-4.7696075,-4.7787628,-4.7512970,-4.7696075,-4.7512970,-4.7421417,-4.7512970,-4.7421417,-4.7696075,-4.7512970,-4.7512970,-4.7421417,-4.7512970,-4.7512970,-4.7512970,-4.7512970,-4.7421417,-4.7512970,-4.7512970,-4.7512970,-4.7512970,-4.7787628,-4.7696075,-4.7512970,-4.7421417,-4.7421417,-4.7421417,-4.7512970,-4.7512970,-4.7421417,-4.7421417,-4.7696075,-4.7512970,-4.7421417,-4.7421417,-4.7512970,-4.7421417,-4.7512970
6.3,0.4,5.7125435,-5.7216949,-5.7216949,-5.7216949,-5.7216949,-5.7216949,-5.7400055,-5.7125435,-5.7216949,-5.7216949,-5.7216949,-5.7216949,-5.7400055,-5.7216949,-5.7216949,-5.7216949,-5.7400055,-5.7216949,-5.7216949,-5.7216949,-5.7216949,-5.7216949,-5.7216949,-5.7400055,-5.7216949,-5.7216949,-5.7216949,-5.7125435,-5.7216949,-5.7400055,-5.7216949,-5.7400055,-5.7400055,-5.7216949,-5.7216949,-5.7400055,-5.7400055,-5.7216949,-5.7216949,-5.7400055,-5.7491608,-5.7491608,-5.7491608,-5.7400055,-5.7400055,-5.7216949,-5.7400055,-5.7400055,-5.7216949,-5.7216949,-5.7400055,-5.7400055,-5.7400055,-5.7400055,-5.7216949,-5.7400055,-5.7400055,-5.7216949,-5.7216949,-5.7216949,-5.7400055,-5.7400055,-5.7400055,-5.7491608,-5.7400055,-5.7400055,-5.7491608,-5.7400055,-5.7216949,-5.7400055,-5.7216949,-5.7400055,-5.7400055,-5.7216949,-5.7216949,-5.7400055,-5.7216949,-5.7216949,-5.7400055,-5.7216949,-5.7400055,-5.7216949,-5.7216949,-5.7216949,-5.7400055,-5.7216949,-5.7400055,-5.7216949,-5.7400055,-5.7216949,-5.7400055,-5.7216949,-5.7216949,-5.7216949,-5.7491608,-5.7491608,-5.7400055,-5.7216949,-5.7216949,-5.7400055
7.0,0.5,-6.3808365,-6.3808365,-6.3625259,-6.3625259,-6.3808365,625259,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3625259,-6.3625259,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3808365,-6.3899918,-6.3625259,-6.3625259,-6.3808365,-6.3625259,-6.3625259,-6.3899918,-6.3625259,-6.3808365,-6.3625259,-6.3625259,-6.3625259,-6.3808365,-6.3625259,-6.3625259,-6.3808365,-6.3625259,-6.3808365,-6.3625259,-6.3625259,-6.3899918,-6.3808365,-6.3808365,-6.3625259,-6.3808365,-6.3625259,-6.3625259,-6.3625259,-6.3808365,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3808365,-6.3899918,-6.3625259,-6.3808365,-6.3625259,-6.3625259,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3808365,-6.3808365,-6.3625259,-6.3899918,-6.3625259,-6.3625259,-6.3625259,-6.3808365,-6.3625259,-6.3808365,-6.3808365,-6.3625259,-6.3625259,-6.3808365,-6.3625259,-6.3808365,-6.3625259,-6.3625259
8.3,0.5,-7.5984116,-7.6167221,-7.5984116,167221,-7.6167221,-7.6167221,-7.6167221,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.6167221,-7.5984116,-7.5984116,-7.5892601,-7.5984116,-7.5984116,-7.5984116,-7.6167221,-7.5984116,-7.5984116,-7.5984116,-7.5892601,-7.6167221,-7.5984116,-7.6167221,-7.5892601,-7.5984116,-7.5984116,-7.6167221,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.6167221,-7.5984116,-7.6167221,-7.6167221,-7.5984116,-7.5984116,-7.5892601,-7.5984116,-7.5892601,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.6167221,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.6167221,-7.5892601,-7.6167221,-7.5984116,-7.5984116,-7.5892601,-7.5984116,-7.6167221,-7.5892601,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.5892601,-7.5984116,-7.5984116,-7.5984116,-7.5892601,-7.5984116,-7.5984116,-7.6167221,-7.5984116,-7.5892601,-7.5984116,-7.5984116,-7.5984116,-7.5984116,-7.6167221,-7.5984116,-7.6167221,-7.5892601,-7.5892601,-7.5892601,-7.5892601,-7.5892601,-7.5984116,-7.5984116,-7.5892601,-7.6167221,-7.5892601,-7.5984116
9.1,0.5,-8.3948746,-8.3948746,-8.3948746,-8.3857193,-8.4131813,-8.3948746,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3674088,-8.3948746,-8.3857193,-8.3857193,-8.3857193,-8.3948746,-8.3948746,-8.3857193,-8.3857193,-8.3857193,-8.4131813,-8.3948746,-8.3857193,-8.3857193,-8.3948746,-8.3948746,-8.3857193,-8.3948746,-8.3857193,-8.3674088,-8.3857193,-8.3948746,-8.3857193,-8.3857193,-8.3674088,-8.3948746,-8.3948746,-8.3948746,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3674088,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3582535,-8.3857193,-8.3674088,-8.3948746,-8.3857193,-8.3857193,-8.3857193,-8.3857193,-8.3674088,-8.3857193,-8.3857193,-8.3674088,-8.3674088,-8.3857193,-8.3857193,-8.3857193,-8.3674088,-8.3674088,-8.3674088,-8.3857193,-8.3674088,-8.3582535,-8.3857193,-8.3857193,-8.3857193,-8.3674088,-8.3857193,-8.3857193
10.0,0.5,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2462616,-9.2279510,-9.2279510,-9.2004890,-9.2279510,-9.2187958,-9.2187958,-9.2187958,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2004890,-9.2187958,-9.2187958,-9.2462616,-9.2187958,-9.2187958,-9.2187958,-9.2187958,-9.2279510,-9.2279510,-9.2187958,-9.2187958,-9.2279510,-9.2279510,-9.2187958,-9.2187958,-9.2279510,-9.2187958,-9.2187958,-9.2279510,-9.2462616,-9.2187958,-9.2279510,-9.2279510,-9.2187958,-9.2187958,-9.2279510,-9.2279510,-9.2462616,-9.2279510,-9.2187958,-9.2279510,-9.2187958,-9.2187958,-9.2279510,-9.2187958,-9.2279510,-9.2462616,-9.2187958,-9.2462616,-9.2279510,-9.2279510,-9.2187958,-9.2462616,-9.2187958,-9.2187958,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2279510,-9.2187958,-9.2279510,-9.2279510,-9.2462616,-9.2462616,-9.2462616,-9.2187958,-9.2279510,-9.2279510,-9.2279510,-9.2187958,-9.2279510,-9.2279510,-9.2462616,-9.2279510,-9.2462616,-9.2187958,-9.2279510,-9.2187958,-9.2187958,-9.2187958,-9.2279510,-9.2279510,-9.2554169,-9.2279510,-9.2279510
11.2,0.5,-10.3448260,-10.3539810,-10.3448260,0.3539810,-10.3539810,-10.3448260,-10.3448260,-10.3448260,-10.3448260,-10.3448260,-10.3448260,-10.3539810,-10.3448260,-10.3448260,-10.3265190,-10.3265190,-10.3448260,-10.3448260,-10.3265190,-10.3448260,-10.3265190,-10.3448260,-10.3448260,-10.3448260,-10.3448260,-10.3265190,-10.3265190,-10.3265190,-10.3448260,-10.3448260,-10.3265190,-10.3448260,-10.3448260,-10.3265190,-10.3265190,-10.3265190,-10.3265190,-10.3448260,-10.3265190,-10.3448260,-10.3539810,-10.3448260,-10.3448260,-10.3265190,-10.3448260,-10.3265190,-10.3265190,-10.3448260,-10.3265190,-10.3265190,-10.3265190,-10.3265190,-10.3448260,-10.3448260,-10.3448260,-10.3265190,-10.3448260,-10.3265190,-10.3265190,-10.3448260,-10.3448260,-10.3265190,-10.3539810,-10.3265190,-10.3448260,-10.3265190,-10.3173640,-10.3265190,-10.3448260,-10.3448260,-10.3448260,-10.3265190,-10.3448260,-10.3448260,-10.3448260,-10.3265190,-10.3265190,-10.3173640,-10.3448260,-10.3448260,-10.3265190,-10.3265190,-10.3265190,-10.3265190,-10.3265190,-10.3448260,-10.3265190,-10.3265190,-10.3265190,-10.3448260,-10.3265190,-10.3265190,-10.3265190,-10.3448260,-10.3265190,-10.3265190,-10.3265190,-10.3448260,-10.3448260,-10.3448260
12.0,0.5,-11.1962170,-11.1962170,-11.2053720,-11.2053720,-11.2053720,-11.2053720,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1962170,-11.2053720,-11.2053720,-11.1962170,-11.1962170,-11.1962170,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1962170,-11.1779060,-11.1962170,-11.1962170,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1962170,-11.1962170,-11.2053720,-11.1779060,-11.1779060,-11.1962170,-11.1779060,-11.2053720,-11.1779060,-11.1962170,-11.1962170,-11.1962170,-11.1962170,-11.1779060,-11.1962170,-11.1962170,-11.1962170,-11.1962170,-11.1962170,-11.1779060,-11.1962170,-11.1779060,-11.1962170,-11.1962170,-11.1962170,-11.1962170,-11.1962170,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1962170,-11.1779060,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1779060,-11.1962170,-11.1779060,-11.1779060,-11.1779060,-11.1962170,-11.1962170,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1779060,-11.1687510,-11.1779060,-11.1962170,-11.1962170,-11.1962170,-11.1687510,-11.1779060,-11.1962170,-11.1779060,-11.1779060,-11.1962170,-11.1962170,-11.2053720,-11.1779060,-11.1779060,-11.1779060,-11.1779060,-11.1779060,-11.1779060,-11.1779060
